uid,text,label,metadata__headline,metadata__date
110712165,"Value Line now gives you the opportunity to-Make Money on Your Investments while Saving Money on Your Taxes. Under this special trial subscription you will receive at no extra charge the following:</br></br>Under this special S60 trial offer—about half the regular rate you receive—as a bonus at no extra charge— the very latest full-page reports on each of the more than 1700 stocks... Value Line’s complete 2000-page Investors Reference Service with our full-page reports on all stocks under review—fully indexed for your immediate reference—to be updated by new reports sent weekly.</br></br>The 72-page booklet, “A Subscriber’s Guide” by Arnold Bernhard, Research Chairman of The Value Line Investment Survey, explains how even inexperienced investors can apply thousands of hours of professional research to their own portfolios by focusing on only two unequivocal ratings, one for Timeliness (Performance in the next 12 months), the other for Safety.</br></br>With your subscription, you will also receive the 1988 edition of J.K. Lasser’s, Your Income Tax (360 pages) covering the latest Tax Law changes. Includes guidance on tax planning; samples of 1040 forms and schedules; detailed explanation of the new Alternative Minimum Tax; new depreciation rules; and more. Understand the new tax laws when filing your return this year. (Available while supplies last).</br></br>If you find that The Value Line Investment Survey is not all that you expected it to be, you may return the material we send you within 30 days for a full and unquestioned refund of your fee.",no,"Varied Choices for Safety and Yield: From Treasury bills and bank C.D.'s to junk bonds, the key question is the amount of risk a buyer can stand.",1987-12-20
110712672,"01 Oct. 12, Salomon Brothers Inc. announced plans to discontinue its municipal bond department and dismiss 12 percent of its work force. News that the company with the largest share of the business was pulling out of the “muni” business was the hottest topic — until Oct. 19 when the stock market made history.</br></br>Though unrelated, these two events may become intertwined within a larger issue: whether it is wise or necessary to grant commercial banks the power to underwrite and market municipal revenue bonds.</br></br>It is not my place to speculate on Salomon’s reasons in abandoning the municipal bond business. But, it must be noted this was the decision of only one company, not the entire industry.</br></br>Nevertheless, a handful of money center banks are using the Salomon decision to allege that there is ho longer the capacity or will on the part of securities firms to underwrite municipal revenue bonds.</br></br>Present law permits banks to underwrite general obligation bonds backed by the ""full faith and credit” of the issuer. Proposals to amend Federal statutory prohibitions on bank participation in revenue bonds have been before Congress for more than 30 years and the subject of comprehensive hearings on at least 10 occasions.",yes,Keep Banks From the 'Muni' Market,1987-11-08
110713364,"John K. Castle and Leonard M. Harlan, with their new company and financing in place, are all set to start making leveraged buyout deals. But is this a good time, in the wake of the stock market collapse, to be starting a buyout company? ""I think so, because prices are lower now than they were,” Mr. Castle said. “It’s an opportunity to take advantage of the friction that occurs when financial markets are in some upheaval.”</br></br>While the uncertain stock market has curbed takeover activity, Mr. Castle observed: “It takes a little while for things to get reformulated and repositioned so you can do deals. It isn't surprising there has been a little lapse here.”</br></br>Mr. Castle, 46, and Mr. Harlan, 51, formed Castle Harlan Inc. in July. This month they completed attracting capital for the Legend Capital Group, a $125 million limited partnership investment fund. Now the two Manhattan executives are ready to make their first purchases.</br></br>They have known each other for 22 years. “We can read each other’s body English,” Mr. Harlan said. Both were at the Harvard Business School at the same time, although they did not know, each other then. Mr. Harlan was in the doctoral program and Mr.</br></br>Mr. Harlan had already received his Harvard M.B.A. and earlier had graduated with a degree in mechanical engineeering from Cornell. Before Mr. Castle received his Harvard M.B.A., he had graduated from the Massachusetts Institute of Technology, where he majored in economics and physics.",yes,Collapse Fails to Stop An Investment Team,1987-11-26
110714149,"i Gov. Michael S. Dukakis of Massachusetts charged yesterday that last month's stock market plunge was ""a government-made disaster."" “Six years ago, the President proposed and the Congress approved the biggest tax cut and the biggest peacetime Pentagon buildup in history while promising to balance the budget by 1985,” the Democratic Presidential contender told an audience of 600 Democrats in New York City at the latest forum sponsored by Governor Cuomo and the Democratic state committee. “It was a fairy tale then and it’s a fairy tale now.”</br></br>His remarks were largely devoted to economic policy in a metropolis where the financial industry is the single largest source of city revenue.</br></br>Mr. Dukakis frequently praised Mr. Cuomo, whom he did not mention in another major-speech here last month. Mr. Cuomo’s recent praise of another Presidential contender, Senator Paul Simon of Illinois, was viewed by politicians as “a shot across Dukakis’s bow.” Barring a candidacy by Mr. .Cuomo, Mr. Dukakis, Mr. Simon and the Rev. Jesse Jackson are expected to be the strongest candidates among New York Democratic politicians.</br></br>The Massachusetts Governor said in response to a question at the Sheraton Centre Hotel luncheon that Attorney General Edwin Meese 3d should resign because of investigations of his personal finances and because of the Justice Department role in the selection of two Supreme Court nominees, Judges Robert H. Bork and Douglas H. Gins-burg, which he said had “shaken confidence” in Mr. Meese “even further.”</br></br>Turning to foreign policy, he said that the United States “ought not to be tilting toward Iraq” in its war with Iran. He said that Iraq had attacked more ships passing through the Persian Gulf than Iran, including the missile attack on the U.S.S. Stark in which 35 Americans died.",yes,Dukakis Says Government Caused Stock Plunge: He calls promise to balance the budget a fairy tale.,1987-11-13
110714349,"Many individual investors who thought they would be safer in stock mutual funds got a nasty awakening in the recent stock-market fiasco: the vast majority of stock funds actually did worse than the market.</br></br>“The funds just didn’t do as well as one would have liked,” said Michael Lipper of Lipper Analytical Services Inc., the New York firm that tracks fund performance.</br></br>Mr. Lipper’s data bear this out. Of 857 stock-oriented mutual funds that reported to his firm for the two weeks . ended last Thursday — a period in-' eluding the historic 508-point plunge ; in the Dow Jones industrial average Oct. 19 — 287 funds produced a total return for investors better than the 17.88 percent drop in the Standard & Poor's 500-stock index.</br></br>But 570 funds suffered bigger losses than that. Investing in smaller stocks that got particularly hard hit, the average decline in the asset value , of their funds was 20.76 percent, and the median loss — the halfway point in the Lipper rankings — was 20.58 percent. The large number of poorly performing funds indicates that in general the fund managers had not anticipated the sharp decline. If they had they would have converted much of their holdings into safer cash positions such as Treasury bills.</br></br>Returns Widely Dispersed As is usual, fund returns were widely dispersed, and some fund managers actually made money for their shareholders, either by parking much of their holdings in cash or maintaining an investment philosophy that kept them out of the worstperforming United States stocks. The top performing fund, Oppenheimer Ninety-Ten Fund, had bought put options, which appreciate in a down market, to increase returns. Others, such as the Rightime Blue Chip Fund, relied on buying a combination of stocks with a history of fast earnings growth or large dividends. And still others, including the AMA Income Global Short Term Fund, invested heavily in foreign securities.",yes,Funds Lag a Dismal Market: Many Held Small Stocks Market Turmoil: Measuring Performances Funds Fare Worse Than Stock Market,1987-10-31
110715362,"T. Rowe Price Short-Term Bond Fund. This Fund offers high current income, added stability, and daily liquidity in today’s uncertain markets. The Fund invests in less volatile, short and intermediate-term bonds in the three highest credit categories to provide high principal stability It lets you earn attractive levels of income and helps protect you from the greater volatility of higher yielding longer term bonds. Yield and price will vary. Daily liquidity through free checkwriting and free telephone exchange at the then</br></br>T. Rowe Price, 100 E. Pratt St., Baltimore. MD 21202 Send a prospectus with more complete information, including management fees and otner chaiges and expenses. 1 will read it carefully before 1 invest or send money.</br></br>Course licensed by N.Y. State Dept, of Education and Approved by the Office of the State Board for Public Accountancy and the Internal Revenue Service.</br></br>Liberate your investment earnings from income taxes with the Franklin New York Tax-Free Income Fund. This fund invests in investment grade tax-free municipal bonds whose income is exempt from Federal, New York State and New York City taxes, so New York investors get to keep every penny earned from dividends paid by the fund — nothing goes for taxes.</br></br>•Assumes maximum 38.5% Federal income tax rate in effect for 1987 and maximum current NY State and NYC income tax rates.",yes,Dow Falls 26.85 as Deficit Talks Lag,1987-11-18
110715399,"Six weeks after the stock market crash wiped out half a trillion dollars of the nation’s wealth, those who work in the multi-billion-dollar sports industry are in broad agreement that the immediate impact on athletes and athletics was limited, that the short-range fallout has been negligible and that even in the face of a possible recession the long-term outlook remains bright.</br></br>The market news on Oct. 19 produced moans in National Football League locker rooms as players were returning to work after a costly three-week strike. But interviews with dozens of players, agents, financial advisers and others indicate that comparatively few high-paid athletes or wealthy sports executives had significant stock holdings, that many of those who did had gotten out of the market before then and that most of those who remained had plenty in reserve to cushion their losses.</br></br>“It certainly didn’t put any hole in our vault,” said Jim Irsay, the vice president and general manager of the Indianapolis Colts. He helped his father, Robert, the c lub’s owner, celebrate their good fortune two weeks after the crash by signing Eric Dickerson, the running back they had obtained from the Los Angeles Rams, to a series of four one-year contracts worth $4.5 million.</br></br>Dickerson, recalling that he had made $20,000 in the stock market “a while back,"" was also celebrating. ""I didn’t have anything in the market,” he said.</br></br>investment adviser, his client Jim McMahon, the Chicago Bears’ quarterback, made a $30,000 profit on Black Monday when low-cost put options he had bought to hedg9 his $300,000 portfolio soared in value as the market plummeted. Another hedging device, stop-loss orders, had triggered sales of much of McMahon’s holdings at profitable levels before the collapse. Craig James, the Patriot running back, said he, too, cleaned up on the crash.",yes,Sports World Is Taking Stock Plunge in Stride: Stock Plunge Taken in Stride,1987-12-02
110715500,"WASHINGTON, Nov. 17 — Budget negotiators, facing a Friday deadline, said tonight that they were very close to agreement on a plan that would reduce the Federal deficit by about $30 billion in the current fiscal year.</br></br>""I’m even more confident than ever,” said Representative Thomas S. Foley of Washington, the House ma-' jority leader. He said the agreement was ""so close that I cannot imagine it would fail.” “I don’t believe we can miss,” added Senator Pete V. Domenici of New Mexico, the ranking Republican on the Budget Committee, when the Congressional and White House negotiators recessed: after meeting during the day and then for three and a half hours this evening.</br></br>The announcement came in the wake of renewed concern from financial markets and government and business leaders, both in the United States and abroad, over the seeming inability of the White House and Congress to do anything together to reduce the deficit. The bargaining to reach such an accord is now more than three weeks old, and stemmed from the turbulence that shook the markets in mid-October.</br></br>night. Unlike some earlier proposals, it would not include a delay or a cut in cost-of-living increases for recipients of Social Security, Federal pensions and Government salaries. The plan would stave off $23 billion in automatic spending cuts that are to take effect Friday under the budgetbalancing law unless , the negotiators reach final agreement on an alternative. But it comes at the price of scaling back some of the savings that negotiators had hoped to achieve, a result of their inability to agree on large reductions in benefit programs, most of them for the poor. Because of this cutback on domestic spending reductions, the negotiators for the Reagan Administration insisted on less in tax increases.</br></br>As a result, the $10 billion in tax increases that had been expected to emerge from such a compromise has now been reduced to $9 billion, and the savings in a wide range of benefit programs has been cut from $5 billion to between $3.8 billion and $4 billion, officials said tonight",yes,"Budget Negotiators Report They're Close To Accord Cutting Deficit by $30 Billion: Unlike some proposals, this one exempts Social Security.",1987-11-18
110715672,"The uncertainty over whether the Oct. 19 market collapse will lead to a recession could be a boon to temporary help companies. As employers seek to reduce fixed costs but still face cyclical needs for additional staff, they will make greater use of temporaries, says Jerry Levine, an analyst with Merrill Lynch.</br></br>Mr. Levine doesn’t expect a recession in 1988 and is revising upward his earnings estimates for companies like Kelly Services, the Olsten Corporation and Robert Half International. “In a tentative economic environment there is a tendency not to want to increase permanent help, so the use of temps increases,” he said.</br></br>William Olsten, chairman and chief executive officer of the Olsten Corporation, concurred. “It’s regrettable that the market collapsed the way it did, but from our perspective, I feel that it could be beneficial to the temporary service business,” he said.</br></br>With computer stocks trading at historic lows since the crash, many companies have responded with share repurchases. “If you’re going to buy back five million shares, why not buy back all of them?” said Richard Shaffer, editor of the Technologic Computer Letter. He suggests that going private may be an attractive way for high-tech companies to restructure.</br></br>For many companies, ""earnings are very strong, but the stock prices don’t reflect that,” he said. Companies whose shares are selling well below the issuing price may want to protect themselves from a takeover. Others may want to spend heavily on research and development without having to convince shareholders that a few quarters of net losses are in their best interest.",yes,Prospects,1987-11-22
110717463,"DETROIT, Nov. 8 — When the stock market collapsed last month, American auto manufacturers braced themselves for a sharp downturn in their already sliding sales.</br></br>But with the exception of expensive European models, that plunge has yet to materialize in the United States. Moreover, developments on the economic front — namely dropping interest rates and the falling dollar — have given the Big Three auto companies reason to hope that sales will continue at a healthy level.</br></br>Until last week, some analysts were predicting that a stock market-triggered cutback in consumer spending would cause auto purchases in the United Stales to fall to a six-million-unit annual level. Now, with dropping interest rates enabling consumers to borrow more, there is more optimism that sales will continue at their current 9.3 million rate. Effect of Dollar’s Sharp Drop</br></br>Equally if not more important for the American car industry — including components suppliers — is the sharp drop in the dollar against the yen and European currencies, especially the West German mark.</br></br>For General Motors, Ford and Chrysler, stronger European and Japanese'currencies mean that Detroit’s principal competitors must either raise prices in this country and risk losing sales, or hold the line on prices at the expense of profits.",yes,"U.S. Auto Makers Get a Lift: Dollar, Rates Contribute To Optimism U.S. Auto Makers Get a Lift",1987-11-09
110718008,"WASHINGTON, Nov. 5 — In the first strong sign of international economic cooperation after a month of turbulence in the financial markets, West Germany ordered reductions in interest rates today to speed up its economy. The Reagan Administration and other governments had urged Bonn to lower its rates because they feared the onset of a worldwide recession caused partly by high interest rates.</br></br>Stock and bond markets in the United States greeted the news favorably. On the New York Stock Exchange the Dow Jones industrial average rose 40.12 points, or 2.06 percent, to 1,985.41. Bond prices also rallied in the face of a widespread decline of an important American interest rate — the prime rate, which banks charge on loans to blue-chip corporations — to 8% percent.</br></br>In accordance with the apparent shift in Administration policy away from supporting the dollar, the dollar sank, especially in relation to the West ■ German mark. Declines in the value of the dollar help the American economy because they spur exports and eventually make imports more expensive.</br></br>Washington’s new dollar policy, at least for now, appears to be working since its aim was partly to help avoid a recession by encouraging the drop in interest rates. Removing support for the dollar put pressure on Germany to lower its rates because industry there would need more stimulus if it could not sell as many products in the United States because of the weaker dollar.</br></br>Lower interest rates in Germany also encourage its economy to buy more imported goods, including from the United States.",yes,"STOCKS, BONDS GAIN: Dollar Falls Against Mark in Seeming Reflection of U.S. Policy Shift Bonn Reduces Interest, As Washington Urged",1987-11-06
110718186,"State law requires a New York driver to carry only $10,000 in insurance for personal injury damage done by an automobile — the same level set by the Legislature nearly 30 years ago. Given the mushrooming inflation of medical costs since then, that leaves many innocent victims of driver in the event of an accident with an underinsured motorist. But the burden of protection shouldn’t fall entirely on the victim. And expanding the drivers’ underinsured coverage won’t help pedestrians or passengers. Mr. Bruno and his Republican colleagues ought to recognize the anachronism and end their intransigence.</br></br>No-fault insurance, approved in 1974, granted some relief. It requires a policy that provides up to $50,000 for medical expenses and lost wages resulting from a crash. But long-term medical costs and economic losses are often far higher. Compensation for these excess expenses, as well as damages awarded for victims’ pain and suffering, can only come from personal liability policies.</br></br>A bill just passed by the Assembly would set a more realistic minimum of $30,000 to cover bodily injury to one person, and $60,000 for injuries sustained by a group. Joseph Bruno, chairman of the Senate Insurance Committee, however, balks at even that modest increase, citing the higher premiums even safe drivers would be forced to pay. But nearly 70 percent of New York motorists already hold policies that would meet the new requirement. The drivers most affected would be those in the assigned risk pool that covers the accident-prone — 90 percent of whom carry only minimum coverage.</br></br>Mr. Bruno supports legislation to require standard policies to provide the option for supplemental protection</br></br>Eating more fiber is said to reduce the risk of heart disease, colon cancer and diabetes. But consumers seeking to follow that advice are hampered by the failure of food packagers to list fiber contents. Congress could enhance the nation’s health by requiring such listings.",no,Insurance Anachronism,1987-06-19
110719601,"Ginnie Maes, while subject to early prepayment have consistently delivered higher yields than comparable term direct obligation U.S. Treasury notes • No sales load • No redemption charges • Free dividend reinvestment • Ready liquidity at the then current net asset value • Minimum investment $2,500 • 24-hour fund information and transaction service</br></br>For a Prospectus and more complete information, including management fee charges and expenses, send this coupon or call toll-free number. Read the material carefully before you invest or send money.</br></br>With U.S. markets so uncertain, consider this Fund. It offers diversification abroad in high-quality, high-income bonds.</br></br>Free checkwriting. For more information, call toll free weekdays 8:30am to 10pm, weekends 10am to j 4pm EST: 1-800-638-5660.</br></br>Baltimore, MD 21202 Please send me an information kit and a prospectus with more complete information, including management fees and other charges and expenses. 1 will read them carefully before I invest or send money.",no,"Not Higher Taxes, Faster Growth",1987-11-01
110720678,"In the first major publishing transaction since the stock market’s collapse, Harcourt Brace Jovanovich Inc. agreed yesterday to sell its magazine and school supply operations for $334.1 million to a management group led by Robert Edgell, the executive who has run the company’s book operations for 15 years.</br></br>The price is less than the $350 million to $400 million that Harcourt had expected to receive and reflected the diminished values of publicly held companies since the market’s plunge on Oct. 19, experts said. Before that, publishing and broadcast companies had been among the high fliers of the bull market.</br></br>“The purchase price reflects a fair value which before Oct. 19 would have been a different value,” said Donald Gogel, managing director of Kidder, Peabody & Company’s merchant banking group.</br></br>“There has been an absolute change in the approach to buying media entities,” said John Veronis, a partner of Veronis Suhler & Company. “There is still an aggressive pursuit of properties, but people want to pay 10 percent to 15 percent less because of Black Monday.” ""Public companies whose stock has dropped see a lessening of values of their own assets,"" he said. “As a consequence, they now view others’ assets as having a lesser value. Whether or not that is realistic, people are responding to that uncertainty.”</br></br>Even private buyers are concerned about the direction of the economy and therefore are more cautious about assuming large debts.",no,$334.1 Million Sale Of 2 Harcourt Units: Harcourt to Sell 2 Units,1987-11-17
110721223,"Ten days after the stock market collapse, a growing consensus of economists and officials say its impact on the New York metropolitan area will be severe. But it will be months, if not years, before the full extent of the fallout is known, the experts said.</br></br>""At this point, the best we can do is preserve our options,” the deputy mayor for finance and economic development, Alair A.</br></br>Townsend, said. Mayor Koch, saying the city would lose tax revenues, announced Tuesday a freeze on hiring 5,200 new workers and suspended raises for 4,000 managers.</br></br>Business people said the retrenchment might not go far enough. Some expect mass layoffs on Wall Street, a sharp decline in retail sales and increased office vacancies, all carving deeply into tax coffers and intensifying the battle for business among the city, its suburbs and the nation at large.</br></br>“Wall Street has no choice but to batten down its hatches,” said Felix G. Rohatyn, a senior partner in Lazard Freres & Company, the investment bankers, and chairman of the Municipal Assistance Corporation.",yes,Stock Impact Feared Grave In New York: Forecasters See Severe Shocks After Collapse,1987-10-29
110721728,"The Boeing Company is selling a good deal of the stock held by its mul-libillion-dollar pension fund, and market sources say Rockwell International is doing the same. The moves explain some of the selling pressure on the slock market in recent days.</br></br>The moves also reflect the fears of some executives that the stock market’s slide since August may not be over.</br></br>B. Bland, vice president at Boeing in Seattle. He declined to provide details of the fund’s selling program, saying he did not want to lip his hand to Wall Street brokers while he shifted his portfolio out of stocks and more into bonds, Treasury bills and stock index futures.</br></br>Sources close to some of the 24 money management firms employed by Boeing say the companies were told to sell all stocks in their Boeing accounts. Mr. Bland declined to confirm or deny the reports but said, “We’re asking them to reduce their position somewhat.” Less than 50 percent of the $5 billion Boeing fund is invested in stocks, Mr. Bland said.</br></br>At Rockwell, executives told their fund managers last Thursday to sell all of the stocks in the fund, according to some of the fund’s portfolio managers. A Rockwell spokesman declined to discuss the company’s pension fund.",no,Boeing Pension Fund Shifting Out of Stocks: Boeing Fund Shifting Out of Stocks,1987-11-18
110721902,"! Wall Street, shaken by the turmoil in the stock market, is slamming the brakes on what had been the greatest boom in American financial history. After a decade of unprecedented growth, fueled by a huge flow of profits, a new word is working its way into the financial lexicon: contraction.</br></br>A strangely exuberant, magical era of soaring bonuses, bull markets, an endless flow of billion-dollar deals, multimillion-dollar fees and wholesale migrations from the nation's best business schools to securities houses appears to be coming to a close.</br></br>J. Lilt, a former securities industry consultant and now the chief financial officer of E. F. Hutton & Company, which announced on Friday that it was laying off 40 people in its municipal bond department. “This is real downsizing. The word for it industrywide really is contraction.”</br></br>For more than six months Wall Street leaders have spoken of slowing down their torrid growth pace in anticipation of some cooling of the markets and of the takeover fever.</br></br>There had even been some layoffs before Black Monday, Oct. 19, as some firms sought to trim their bloated ranks after doubling or even tripling in size over the last five years. The market collapse rattled managers who were unprepared to deal with such huge numbers of people in hard times.",yes,Contraction Is Wall Street Theme As Industry Plans for Major Cuts: Contraction Is New Wall Street Theme,1987-11-02
110721905,"WASHINGTON, Oct. 28 — In a seeming paradox, Congress is moving to expand Medicare, the Federal health insurance program for more than 31 million elderly and disabled people, even as lawmakers profess acute concern say it will never increase the deficit because beneficiaries will pay the entire cost) through higher premiums. On the other hand, skeptics say the cost of Medicare and other benefit programs often soars beyond initial projections.</br></br>Senator William V. Roth Jr., Republican of Delaware, said, “I find it ironic that we are considering a new program, without a sound financial base, at the very time that we are endeavoring to reduce the Federal deficit.""</br></br>Mr. Roth was one of 11 senators who opposed the comprehensive bill to protect Medicare beneficiaries against the costs of catastrophic illnesses. When the roll was called on Tuesday night, 86 senators voted for the bill, including such staunch conservative Republicans as Orrin G. Hatch of Utah, Charles E. Grassley of Iowa and Alan K. Simpson of Wyoming. The House | passed its version of the legislation by a vote of 302 to 127 in July.</br></br>Representative Fortney H. (Pete) Stark, chairman of the Ways and Means Subcommittee on Health, and! Senator Lloyd Bentsen, chairman of the Finance Committee, said they believed it would be easy for negotiators from the two houses to reach agreement on a compromise bill.</br></br>Some conservatives said the legislation sent the wrong signal to world financial markets, suggesting that the United States was not serious in its effort to control deficit spending.",yes,Medicare Expansion: The Debate Over Spending,1987-10-29
110721946,"From 316 telephone interviews conducted Oct. 18, and 1,010 interviews conducted Oct. 19-22. Those with no opinion are not shown.</br></br>Whom do you want the Republicans to nominate for President in 1988? Is your mind made up, or is it still too early to say for sure?</br></br>Whom do you want the Democrats to nominate for President in 1988? Is your mind made up, or is it still too early to say for sure?</br></br>Based on telephone interviews with 1,326 people conducted Oct. 18-22. Of those, 399 said they usually vote or plan to vote in Republican primaries, 460 said they usually vote or plan to vote in Democratic primaries.</br></br>Initially, at least, the stock market collapse has not scarred the public psyche, the Republican Party or the President as much as some people at first predicted, according to a New York Times/CBS News Poll.",yes,Scars of Plunge Not as Deep as Feared,1987-10-28
110722004,"WASHINGTON, Ocl. 26 — President Reagan and Congressional leaders reached a basic agreement today to pursue measures intended to reduce the Federal budget deficit by at least $23 billion. They left the details of such a package to negotiators who will begin work Tuesday afternoon.</br></br>Today's meeting at the White House had been called to discuss ground rules for the negotiations, not to debate specific proposals. But it also had the symbolic purpose of trying to reassure the financial markets that the political world was serious about reducing the budget deficit.</br></br>With the continuing decline in the stock market creating a sense of urgency in the capital today, all sides expressed hope that partisan bickering could be put aside and that the negotiations could be concluded swiftly.</br></br>""Obviously a failure at this juncture would be extremely negative,"" Representative Thomas S. Fo.ley of Washington, the House majority leader, said after this morning's session. “But we don't intend to fail.”</br></br>Marlin Fitzwater, the President’s spokesman, gave this account at a briefing: ""The President said we need to arrive at an agreement as quickly as possible so as to remove any doubts on the future of the economy.”",yes,Reagan and Congressional Chiefs Meet to Lay Budget Groundwork: Reagan and Congressional Chiefs Meet on Deficit Republicans are warm to a freeze; Democrats are cool to it.,1987-10-27
110723259,"New York: Today, mostly sunny, mild. High 61-66. Tonight, increasing clouds. Low 46-53. Tomorrow, variably cloudy, few showers. High 59-63. Yesterday: High 61, low 46. Details on page 60.</br></br>While many stocks fell, the market’s volatility eased and trading returned to more manageable levels. The Dow Jones industrial average, the market’s most watched indicator, actually inched up. And hope began to build that the crisis might be over.</br></br>“Today was the ideal script,” said John J. Phelan Jr., chairman of the New York Stock Exchange. “The market needs time to breathe.”</br></br>Measures taken by the New York exchange and imitated by the rest of the market were largely credited with fostering the more stable atmosphere. The major markets closed yesterday at 2 P.M., two hours earlier than usual. Regulators’ efforts to limit a controversial trading strategy blamed for market volatility also contributed to the calm.</br></br>As a sign that these efforts had an effect, traders absorbed both good and bad news without disrupting the market. Gloomy reports from stock exchanges abroad, a falling dollar and storm clouds on the international horizon seemed to have little effect. Nor did reassuring economic numbers coming out of Washington have a dramatic effect.",yes,"DOW INCHES UP 0.33: Turnover Remains Brisk at 245 Million Shares, but Pace Is Slower Market Is Steady and Tension Eases",1987-10-24
110723652,"The warning of local Cassandras that New York City's economy has become overly dependent on 500,000 volatile financial services jobs has been amplified by the stock market crash.</br></br>The city’s financial sector has grown at the expense of more stable manufacturing and headquarters jobs that have helped New York City ride out recessions.</br></br>Manufacturing companies, forced out by high taxes and high real estate and labor costs, have been leaving steadily since 1950 — in recent years.</br></br>John Tepper Marlin is president of the Council on Municipal Performance, a division of the National Civic League.</br></br>Openings for entry-level jobs in retailing and health care have also dropped. Job growth has come in financial services and activities dependent on them: law, accounting, printing, advertising, public relations and nonprofit organizations heavily reliant on contributions.",no,What the Market Crash Says About New York City,1987-10-24
110724309,"Joseph Costello, the president of SH>A Systems, at a company meeting. The software company’s public stock offering has been put on hold because of the plunge in the stock market.</br></br>SAN FRANCISCO, Oct. 25 — The stock market plunge has dismayed the nation but it has had a special impact in Silicon Valley and other technology centers — and not only because technology stocks were some of the hardest hit.</br></br>Consider the case of Joseph Costello. After four years of excruciatingly hard work, he was on the brink of becoming a millionaire. His software company, SDA Systems, was about to sell its stock to the public for the first lime. And if the company had gone public later this month, Mr. Costello’s stock would have been valued at more than $1 million.</br></br>But with the stock market disaster, the SDA Systems offering has been put on hold. The postponement has shaken not only Mr. Costello but SDA Systems’ entire work force of 150 or so, all of whom own its shares.</br></br>“People have put in their blood, sweat and tears over the last four years, and they want to see their payback,’’ Mr. Costello said. He is president of the San Jose, Calif., company, which makes software that helps engineers design computer chips. “That’s one of the incentives of Silicon Valley.""",yes,New Fear in Silicon Valley: New Fears In Silicon Valley,1987-10-26
110724696,"WASHINGTON, Oct. 23 — Even as President Reagan has agreed to come to the table to negotiate a reduction in the Federal budget deficit, the rout of the stock market has thrown all economic calculations into improved. In the Administration, the ""Baker Squared” team — Treasury Secretary James A. Baker 3d and the White House chief of staff, Howard H. Baker Jr. — has carried the day against the President’s advisers who are ardent foes of compromise.</br></br>Despite today’s cheery report of 3.8 percent economic growth in the third quarter and declining inflation, so little is known about prospects for the economy that the confidence-building measures that the White House and Congress may ultimately agree upon stand as great a chance of doing harm to the economy as good.</br></br>Most economists suspect that a compromise on the budget deficit will still result in a larger deficit than this year’s. Even optimists see no more than a token reduction possible. And, surprisingly, some economists are now arguing that that is all well and good. They say that reducing the defi- cit by any noticeable amount might hurl the economy into a recession. But others warn that failing to reduce the deficit would bring another assault on the Dow Jones industrial average and a guaranteed recession.</br></br>""Is it obvious that we should raise taxes to reduce the deficit?” asks Thomas A. Lawler, chief economist at the Federal National Mortgage Association. “Is that really inherently an obvious solution? Ten years from now will textbooks say, ‘Unbelievably, they raised taxes as the economy was about to go into a recession’?”</br></br>Economists say that the plunge of the Dow has already taken a toll from the economy. It has erased wealth that people would otherwise have spent, frightened consumers and businesses about the future and persuaded them to tighten their belts. Paradoxically the Dow, which has extracted such a toll from the economy, is also the agent that is forcing the Government to come to grips with the problems that, in some analysts’ views, caused the decline of the Dow.",yes,Deficit and the Dow: Market Frenzy Disturbs Calculations That Budget Conferees Must Rely On Economic Analysis,1987-10-24
110727818,"value of —-stocks in their portfolio by > selling stock index futures (a contract on a basket of stocks) The cash raised by the sale offsets declines in the portfolio. But, the selling of stock index futures drives down the price of those contracts. :V.</br></br>itself, arbitrage traders step in to profit from the difference. They buy the depressed index futures and sell an equivalent amount of stock. That selling drives the stock prices down.</br></br>managers to:sell index futures. This in turn widens the spread between the futures contracts and the underlying stocks, triggering a fresh burst of stock selling.</br></br>As investigators sift through mountains of data in an attempt to understand the cause of the mid-October collapse of the stock market, the influence of so-called portfolio insurance has remained in the spotlight.</br></br>Recently released figures on trading activity seem to substantiate the widely held suspicions that portfolio insurance — a hedging technique that mainly involves the sale of stock index futures to protect a stock portfolio from the ravages of a declining stock market — was an important factor in the market’s plunge.",yes,A Suspect in Market's Plunge: A Suspect in October's Market Plunge Many investors are disillusioned with 'portfolio insurance.',1987-12-01
