uid,text,label,metadata__gold,metadata__sentence_id,metadata__pre_sentence,metadata__post_sentence
20002741,to strengthen the rights of women at work including equal pay for work of equal value and equal treatment.,3,FALSE,20002741,"to build a new partnership between business and government, to re-equip our factories, tackle the blight of our inner cities, and draw up a strategy for a competitive and successful industry to abolish class division in the workplace by encouraging a single status for white collar and blue collar workers, and creating opportunities for all employees to share in the profits, decisions and ownership of firms",We will ensure that all public authorities and private contractors are equal opportunity employers and we will promote changes to enable those with domestic responsibilities to secure access to employment. We would restore maternity grants and give a tax allowance to help with child-care costs.
20002751,We will ensure that all public authorities and private contractors are equal opportunity employers and we will promote changes to enable those with domestic responsibilities to secure access to employment.,2,FALSE,20002751,"to abolish class division in the workplace by encouraging a single status for white collar and blue collar workers, and creating opportunities for all employees to share in the profits, decisions and ownership of firms to strengthen the rights of women at work including equal pay for work of equal value and equal treatment.",We would restore maternity grants and give a tax allowance to help with child-care costs. We would remove the tax on the use of workplace nurseries and encourage wider provision of child-care facilities.
20002761,We would restore maternity grants and give a tax allowance to help with child-care costs.,2,TRUE,20002761,to strengthen the rights of women at work including equal pay for work of equal value and equal treatment. We will ensure that all public authorities and private contractors are equal opportunity employers and we will promote changes to enable those with domestic responsibilities to secure access to employment.,We would remove the tax on the use of workplace nurseries and encourage wider provision of child-care facilities. UNEMPLOYMENT. Unemployment at present levels is not the inevitable result of new technology or world recession - Japan has only 2.5% unemployment and US unemployment has fallen by two million since 1983.
20002771,We would remove the tax on the use of workplace nurseries and encourage wider provision of child-care facilities.,2,FALSE,20002771,We will ensure that all public authorities and private contractors are equal opportunity employers and we will promote changes to enable those with domestic responsibilities to secure access to employment. We would restore maternity grants and give a tax allowance to help with child-care costs.,UNEMPLOYMENT. Unemployment at present levels is not the inevitable result of new technology or world recession - Japan has only 2.5% unemployment and US unemployment has fallen by two million since 1983. It can be reduced in Britain.
20002791,It can be reduced in Britain.,1,FALSE,20002791,We would remove the tax on the use of workplace nurseries and encourage wider provision of child-care facilities. UNEMPLOYMENT. Unemployment at present levels is not the inevitable result of new technology or world recession - Japan has only 2.5% unemployment and US unemployment has fallen by two million since 1983.,The key is to ensure that in creating new jobs the nation does not embark on another round of severe inflation which will damage competitiveness and cost us jobs in the long run. Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high.
20002801,The key is to ensure that in creating new jobs the nation does not embark on another round of severe inflation which will damage competitiveness and cost us jobs in the long run.,2,FALSE,20002801,UNEMPLOYMENT. Unemployment at present levels is not the inevitable result of new technology or world recession - Japan has only 2.5% unemployment and US unemployment has fallen by two million since 1983. It can be reduced in Britain.,Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high. The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time.
20002811,Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high.,2,FALSE,20002811,It can be reduced in Britain. The key is to ensure that in creating new jobs the nation does not embark on another round of severe inflation which will damage competitiveness and cost us jobs in the long run.,The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time. Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports.
20002821,The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time.,2,FALSE,20002821,The key is to ensure that in creating new jobs the nation does not embark on another round of severe inflation which will damage competitiveness and cost us jobs in the long run. Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high.,"Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports. New capital investment building up to &lt;U+00A3&gt;1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage."
20002831,Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports.,2,FALSE,20002831,Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high. The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time.,"New capital investment building up to &lt;U+00A3&gt;1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage. We will give more spending power to the poorest people in our society, which will itself generate more economic activity with much less impact on imports than general cuts in income tax"
20002841,"New capital investment building up to &lt;U+00A3&gt;1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage.",2,FALSE,20002841,The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time. Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports.,"We will give more spending power to the poorest people in our society, which will itself generate more economic activity with much less impact on imports than general cuts in income tax We will control inflation by winning the support of the British people for our incomes strategy"
20002841,"New capital investment building up to £1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage.",2,FALSE,20002841,The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time. Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports.,"We will give more spending power to the poorest people in our society, which will itself generate more economic activity with much less impact on imports than general cuts in income tax We will control inflation by winning the support of the British people for our incomes strategy"
20002851,"We will give more spending power to the poorest people in our society, which will itself generate more economic activity with much less impact on imports than general cuts in income tax",2,FALSE,20002851,"Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports. New capital investment building up to &lt;U+00A3&gt;1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage.",We will control inflation by winning the support of the British people for our incomes strategy as a back-up we will legislate for reserve powers for a counter-inflation tax on companies under which inflationary increases would be unattractive because they would go in extra tax: profit-sharing would be exempted.
20002861,We will control inflation by winning the support of the British people for our incomes strategy,2,FALSE,20002861,"New capital investment building up to &lt;U+00A3&gt;1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage. We will give more spending power to the poorest people in our society, which will itself generate more economic activity with much less impact on imports than general cuts in income tax","as a back-up we will legislate for reserve powers for a counter-inflation tax on companies under which inflationary increases would be unattractive because they would go in extra tax: profit-sharing would be exempted. We would introduce fairer arrangements for public sector pay, with an independent pay and information board whose findings would inform and assist negotiations, arbitration procedures and incentives to negotiate no-strike agreements in essential services"
20002881,"We would introduce fairer arrangements for public sector pay, with an independent pay and information board whose findings would inform and assist negotiations, arbitration procedures and incentives to negotiate no-strike agreements in essential services",2,FALSE,20002881,We will control inflation by winning the support of the British people for our incomes strategy as a back-up we will legislate for reserve powers for a counter-inflation tax on companies under which inflationary increases would be unattractive because they would go in extra tax: profit-sharing would be exempted.,"We will join the exchange rate mechanism of the European Monetary System, enabling us to make our currency more stable and to reduce current interest rates by as much as 2%. We would also seek to develop the role of the EMS within the world economy."
20002891,"We will join the exchange rate mechanism of the European Monetary System, enabling us to make our currency more stable and to reduce current interest rates by as much as 2%.",2,FALSE,20002891,"as a back-up we will legislate for reserve powers for a counter-inflation tax on companies under which inflationary increases would be unattractive because they would go in extra tax: profit-sharing would be exempted. We would introduce fairer arrangements for public sector pay, with an independent pay and information board whose findings would inform and assist negotiations, arbitration procedures and incentives to negotiate no-strike agreements in essential services",We would also seek to develop the role of the EMS within the world economy. For the long-term unemployed we will provide a guarantee of a job through:
20002901,We would also seek to develop the role of the EMS within the world economy.,2,FALSE,20002901,"We would introduce fairer arrangements for public sector pay, with an independent pay and information board whose findings would inform and assist negotiations, arbitration procedures and incentives to negotiate no-strike agreements in essential services We will join the exchange rate mechanism of the European Monetary System, enabling us to make our currency more stable and to reduce current interest rates by as much as 2%.","For the long-term unemployed we will provide a guarantee of a job through:   a) a building and investment programme aimed at providing 200,000 jobs in such essential areas as transport, housing, insulation, urban renewal and new technologies"
20002911,For the long-term unemployed we will provide a guarantee of a job through:,2,FALSE,20002911,"We will join the exchange rate mechanism of the European Monetary System, enabling us to make our currency more stable and to reduce current interest rates by as much as 2%. We would also seek to develop the role of the EMS within the world economy.","a) a building and investment programme aimed at providing 200,000 jobs in such essential areas as transport, housing, insulation, urban renewal and new technologies   b) a new recruitment incentive to encourage companies to take on over 270,000 jobless people"
20002921,"a) a building and investment programme aimed at providing 200,000 jobs in such essential areas as transport, housing, insulation, urban renewal and new technologies",2,FALSE,20002921,We would also seek to develop the role of the EMS within the world economy. For the long-term unemployed we will provide a guarantee of a job through:,"b) a new recruitment incentive to encourage companies to take on over 270,000 jobless people c) a crash programme of education and training, offering new skills to the unskilled unemployed, with 200,000 places"
20002931,"b) a new recruitment incentive to encourage companies to take on over 270,000 jobless people",2,FALSE,20002931,"For the long-term unemployed we will provide a guarantee of a job through:   a) a building and investment programme aimed at providing 200,000 jobs in such essential areas as transport, housing, insulation, urban renewal and new technologies","c) a crash programme of education and training, offering new skills to the unskilled unemployed, with 200,000 places d) 60,000 extra jobs in the health and social services to improve care in the community and more jobs in nursery education"
20002941,"c) a crash programme of education and training, offering new skills to the unskilled unemployed, with 200,000 places",2,FALSE,20002941,"a) a building and investment programme aimed at providing 200,000 jobs in such essential areas as transport, housing, insulation, urban renewal and new technologies   b) a new recruitment incentive to encourage companies to take on over 270,000 jobless people","d) 60,000 extra jobs in the health and social services to improve care in the community and more jobs in nursery education e) an expanded job release scheme, opening up 30,000 jobs by allowing men to benefit from the scheme at 62 years of age."
20002951,"d) 60,000 extra jobs in the health and social services to improve care in the community and more jobs in nursery education",1,FALSE,20002951,"b) a new recruitment incentive to encourage companies to take on over 270,000 jobless people c) a crash programme of education and training, offering new skills to the unskilled unemployed, with 200,000 places","e) an expanded job release scheme, opening up 30,000 jobs by allowing men to benefit from the scheme at 62 years of age. REBUILDING BRITISH INDUSTRY. Manufacturing and services go hand in hand, but only a quarter of services are tradable and two thirds of our exports depend on manufacturing."
20002961,"e) an expanded job release scheme, opening up 30,000 jobs by allowing men to benefit from the scheme at 62 years of age.",2,FALSE,20002961,"c) a crash programme of education and training, offering new skills to the unskilled unemployed, with 200,000 places d) 60,000 extra jobs in the health and social services to improve care in the community and more jobs in nursery education","REBUILDING BRITISH INDUSTRY. Manufacturing and services go hand in hand, but only a quarter of services are tradable and two thirds of our exports depend on manufacturing. Britain cannot survive on a basis of low-tech service jobs."
20002971,"REBUILDING BRITISH INDUSTRY. Manufacturing and services go hand in hand, but only a quarter of services are tradable and two thirds of our exports depend on manufacturing.",2,FALSE,20002971,"d) 60,000 extra jobs in the health and social services to improve care in the community and more jobs in nursery education e) an expanded job release scheme, opening up 30,000 jobs by allowing men to benefit from the scheme at 62 years of age.",Britain cannot survive on a basis of low-tech service jobs. Nor can business flourish without a thriving industry to buy their products.
20002981,Britain cannot survive on a basis of low-tech service jobs.,2,FALSE,20002981,"e) an expanded job release scheme, opening up 30,000 jobs by allowing men to benefit from the scheme at 62 years of age. REBUILDING BRITISH INDUSTRY. Manufacturing and services go hand in hand, but only a quarter of services are tradable and two thirds of our exports depend on manufacturing.",Nor can business flourish without a thriving industry to buy their products. Manufacturing industry is the driving force at the core of our economy.
20002991,Nor can business flourish without a thriving industry to buy their products.,2,FALSE,20002991,"REBUILDING BRITISH INDUSTRY. Manufacturing and services go hand in hand, but only a quarter of services are tradable and two thirds of our exports depend on manufacturing. Britain cannot survive on a basis of low-tech service jobs.",Manufacturing industry is the driving force at the core of our economy. Its decline must be reversed.
20003001,Manufacturing industry is the driving force at the core of our economy.,2,FALSE,20003001,Britain cannot survive on a basis of low-tech service jobs. Nor can business flourish without a thriving industry to buy their products.,Its decline must be reversed. Therefore:
20003011,Its decline must be reversed.,2,FALSE,20003011,Nor can business flourish without a thriving industry to buy their products. Manufacturing industry is the driving force at the core of our economy.,"Therefore:   We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies"
20003021,Therefore:,1,FALSE,20003021,Manufacturing industry is the driving force at the core of our economy. Its decline must be reversed.,"We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies   We will work in partnership with industry and put industry first."
20003031,"We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies",2,FALSE,20003031,Its decline must be reversed. Therefore:,"We will work in partnership with industry and put industry first. There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities"
20003041,We will work in partnership with industry and put industry first.,2,FALSE,20003041,"Therefore:   We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies","There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment"
20003051,"There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities",2,FALSE,20003051,"We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies   We will work in partnership with industry and put industry first.",We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment We will introduce a training incentive with rebates for companies who spend more money on training and contributions from those who do not provide it themselves
20003061,We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment,2,FALSE,20003061,"We will work in partnership with industry and put industry first. There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities","We will introduce a training incentive with rebates for companies who spend more money on training and contributions from those who do not provide it themselves our new Department of Education and Training will monitor standards and turn youth training into a fully comprehensive, high quality vocational and educational programme for 16-19 years old"
20003071,We will introduce a training incentive with rebates for companies who spend more money on training and contributions from those who do not provide it themselves,2,FALSE,20003071,"There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment","our new Department of Education and Training will monitor standards and turn youth training into a fully comprehensive, high quality vocational and educational programme for 16-19 years old We will increase the lamentably low funding of civil research and development, placing emphasis both on commercial exploitation of new technology using the British Technology Group, and on boosting basic scientific research"
20003081,"our new Department of Education and Training will monitor standards and turn youth training into a fully comprehensive, high quality vocational and educational programme for 16-19 years old",3,FALSE,20003081,We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment We will introduce a training incentive with rebates for companies who spend more money on training and contributions from those who do not provide it themselves,"We will increase the lamentably low funding of civil research and development, placing emphasis both on commercial exploitation of new technology using the British Technology Group, and on boosting basic scientific research we would give greater support to European Community joint research programmes"
20003091,"We will increase the lamentably low funding of civil research and development, placing emphasis both on commercial exploitation of new technology using the British Technology Group, and on boosting basic scientific research",1,FALSE,20003091,"We will introduce a training incentive with rebates for companies who spend more money on training and contributions from those who do not provide it themselves our new Department of Education and Training will monitor standards and turn youth training into a fully comprehensive, high quality vocational and educational programme for 16-19 years old",we would give greater support to European Community joint research programmes We will give more backing to exports using the Export Credit Guarantee Department and the Aid and Trade Provision (funded from the DTI) more effectively than the present Government has done in recent years because of its ambivalent attitude towards public sector support.
20003111,We will give more backing to exports using the Export Credit Guarantee Department and the Aid and Trade Provision (funded from the DTI) more effectively than the present Government has done in recent years because of its ambivalent attitude towards public sector support.,2,FALSE,20003111,"We will increase the lamentably low funding of civil research and development, placing emphasis both on commercial exploitation of new technology using the British Technology Group, and on boosting basic scientific research we would give greater support to European Community joint research programmes","We will press the European Community to take stern action against dumping. We will launch a more determined attack on unfair restrictions on our trade, including those imposed by Japan on a wide range of products and services and by the US on our high-technology exports"
20003121,We will press the European Community to take stern action against dumping.,2,FALSE,20003121,we would give greater support to European Community joint research programmes We will give more backing to exports using the Export Credit Guarantee Department and the Aid and Trade Provision (funded from the DTI) more effectively than the present Government has done in recent years because of its ambivalent attitude towards public sector support.,"We will launch a more determined attack on unfair restrictions on our trade, including those imposed by Japan on a wide range of products and services and by the US on our high-technology exports We will insist on a strong competition policy to promote efficiency and give consumers a fair deal: the Office of Fair Trading will be strengthened and will take on the responsibilities of the Monopolies and Mergers Commission and companies seeking mergers will have to justify them"
20003131,"We will launch a more determined attack on unfair restrictions on our trade, including those imposed by Japan on a wide range of products and services and by the US on our high-technology exports",1,FALSE,20003131,We will give more backing to exports using the Export Credit Guarantee Department and the Aid and Trade Provision (funded from the DTI) more effectively than the present Government has done in recent years because of its ambivalent attitude towards public sector support. We will press the European Community to take stern action against dumping.,We will insist on a strong competition policy to promote efficiency and give consumers a fair deal: the Office of Fair Trading will be strengthened and will take on the responsibilities of the Monopolies and Mergers Commission and companies seeking mergers will have to justify them individuals and institutions will have power to seek redress in court against anti-competitive practices
20003141,We will insist on a strong competition policy to promote efficiency and give consumers a fair deal: the Office of Fair Trading will be strengthened and will take on the responsibilities of the Monopolies and Mergers Commission and companies seeking mergers will have to justify them,2,FALSE,20003141,"We will press the European Community to take stern action against dumping. We will launch a more determined attack on unfair restrictions on our trade, including those imposed by Japan on a wide range of products and services and by the US on our high-technology exports",individuals and institutions will have power to seek redress in court against anti-competitive practices We will continue to judge whether industries should be in the public or private sector on objective criteria related to competition and efficiency.
20003151,individuals and institutions will have power to seek redress in court against anti-competitive practices,2,FALSE,20003151,"We will launch a more determined attack on unfair restrictions on our trade, including those imposed by Japan on a wide range of products and services and by the US on our high-technology exports We will insist on a strong competition policy to promote efficiency and give consumers a fair deal: the Office of Fair Trading will be strengthened and will take on the responsibilities of the Monopolies and Mergers Commission and companies seeking mergers will have to justify them",We will continue to judge whether industries should be in the public or private sector on objective criteria related to competition and efficiency. We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection.
20003161,We will continue to judge whether industries should be in the public or private sector on objective criteria related to competition and efficiency.,2,FALSE,20003161,We will insist on a strong competition policy to promote efficiency and give consumers a fair deal: the Office of Fair Trading will be strengthened and will take on the responsibilities of the Monopolies and Mergers Commission and companies seeking mergers will have to justify them individuals and institutions will have power to seek redress in court against anti-competitive practices,We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection. We supported the privatisation of Rolls Royce.
20003171,We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection.,2,FALSE,20003171,individuals and institutions will have power to seek redress in court against anti-competitive practices We will continue to judge whether industries should be in the public or private sector on objective criteria related to competition and efficiency.,We supported the privatisation of Rolls Royce. We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment.
20003181,We supported the privatisation of Rolls Royce.,2,TRUE,20003181,We will continue to judge whether industries should be in the public or private sector on objective criteria related to competition and efficiency. We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection.,We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment. We welcome the fact that British Steel is now operating profitably.
20003191,We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment.,2,FALSE,20003191,We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection. We supported the privatisation of Rolls Royce.,We welcome the fact that British Steel is now operating profitably. We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained
20003211,We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained,2,TRUE,20003211,We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment. We welcome the fact that British Steel is now operating profitably.,We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies. We will encourage the setting up of a local venture capital funds to finance new enterprise.
20003221,We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies.,2,FALSE,20003221,We welcome the fact that British Steel is now operating profitably. We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained,"We will encourage the setting up of a local venture capital funds to finance new enterprise. We do not believe that government always knows best, so we will support local initiatives through appropriate fiscal and financial means."
20003231,We will encourage the setting up of a local venture capital funds to finance new enterprise.,2,FALSE,20003231,We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies.,"We do not believe that government always knows best, so we will support local initiatives through appropriate fiscal and financial means. Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs."
20003241,"We do not believe that government always knows best, so we will support local initiatives through appropriate fiscal and financial means.",2,FALSE,20003241,We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies. We will encourage the setting up of a local venture capital funds to finance new enterprise.,"Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs. We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s."
20003251,"Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs.",2,FALSE,20003251,"We will encourage the setting up of a local venture capital funds to finance new enterprise. We do not believe that government always knows best, so we will support local initiatives through appropriate fiscal and financial means.","We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s. We will reduce the tax and administrative burdens on small businesses."
20003261,"We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s.",2,FALSE,20003261,"We do not believe that government always knows best, so we will support local initiatives through appropriate fiscal and financial means. Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs.",We will reduce the tax and administrative burdens on small businesses. We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance.
20003271,We will reduce the tax and administrative burdens on small businesses.,2,FALSE,20003271,"Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs. We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s.","We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance. We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish."
20003281,We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance.,2,FALSE,20003281,"We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s. We will reduce the tax and administrative burdens on small businesses.","We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish. We will ensure that there are business start-up schemes and expansion schemes specifically geared to encouraging enterprise by women."
20003291,"We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish.",2,FALSE,20003291,We will reduce the tax and administrative burdens on small businesses. We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance.,We will ensure that there are business start-up schemes and expansion schemes specifically geared to encouraging enterprise by women. We will ensure small businesses get their fair share of public contracts from both central and local government.
20003301,We will ensure that there are business start-up schemes and expansion schemes specifically geared to encouraging enterprise by women.,2,FALSE,20003301,"We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance. We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish.","We will ensure small businesses get their fair share of public contracts from both central and local government. We will encourage local public/private initiatives, such as the Enterprise Agencies, which we identified in our Worksearch Campaign."
20003321,"We will encourage local public/private initiatives, such as the Enterprise Agencies, which we identified in our Worksearch Campaign.",2,FALSE,20003321,We will ensure that there are business start-up schemes and expansion schemes specifically geared to encouraging enterprise by women. We will ensure small businesses get their fair share of public contracts from both central and local government.,"Industrial Investment Bonds. We will introduce Industrial Investment Bonds to liberate many new and small businesses from the high cost of borrowing start-up capital. These bonds will help bridge the gap between the new businessman who needs access to low-cost funds and the investor, including individuals, who would like to back him or her provided the balance between risk and reward is reasonable."
20003331,Industrial Investment Bonds. We will introduce Industrial Investment Bonds to liberate many new and small businesses from the high cost of borrowing start-up capital.,2,FALSE,20003331,"We will ensure small businesses get their fair share of public contracts from both central and local government. We will encourage local public/private initiatives, such as the Enterprise Agencies, which we identified in our Worksearch Campaign.","These bonds will help bridge the gap between the new businessman who needs access to low-cost funds and the investor, including individuals, who would like to back him or her provided the balance between risk and reward is reasonable. We will accordingly allow new and growing companies to raise funds through the issue of Industrial Investment Bonds which will pay interest free of tax to investors."
20003341,"These bonds will help bridge the gap between the new businessman who needs access to low-cost funds and the investor, including individuals, who would like to back him or her provided the balance between risk and reward is reasonable.",2,FALSE,20003341,"We will encourage local public/private initiatives, such as the Enterprise Agencies, which we identified in our Worksearch Campaign. Industrial Investment Bonds. We will introduce Industrial Investment Bonds to liberate many new and small businesses from the high cost of borrowing start-up capital.",We will accordingly allow new and growing companies to raise funds through the issue of Industrial Investment Bonds which will pay interest free of tax to investors. A similar scheme is already providing a valuable kick-start for many new companies in the United States.
20003351,We will accordingly allow new and growing companies to raise funds through the issue of Industrial Investment Bonds which will pay interest free of tax to investors.,2,FALSE,20003351,"Industrial Investment Bonds. We will introduce Industrial Investment Bonds to liberate many new and small businesses from the high cost of borrowing start-up capital. These bonds will help bridge the gap between the new businessman who needs access to low-cost funds and the investor, including individuals, who would like to back him or her provided the balance between risk and reward is reasonable.","A similar scheme is already providing a valuable kick-start for many new companies in the United States. Together with the Business Expansion Scheme, our Industrial Investment Bonds will give the next generation of businesses the most favourable climate ever to build up employment for the community and profits for themselves and their investors."
20003361,A similar scheme is already providing a valuable kick-start for many new companies in the United States.,2,FALSE,20003361,"These bonds will help bridge the gap between the new businessman who needs access to low-cost funds and the investor, including individuals, who would like to back him or her provided the balance between risk and reward is reasonable. We will accordingly allow new and growing companies to raise funds through the issue of Industrial Investment Bonds which will pay interest free of tax to investors.","Together with the Business Expansion Scheme, our Industrial Investment Bonds will give the next generation of businesses the most favourable climate ever to build up employment for the community and profits for themselves and their investors. We Will Promote Partnership."
20003371,"Together with the Business Expansion Scheme, our Industrial Investment Bonds will give the next generation of businesses the most favourable climate ever to build up employment for the community and profits for themselves and their investors.",2,FALSE,20003371,We will accordingly allow new and growing companies to raise funds through the issue of Industrial Investment Bonds which will pay interest free of tax to investors. A similar scheme is already providing a valuable kick-start for many new companies in the United States.,"We Will Promote Partnership. For too long the industrial sector has been a battleground between opposing forces of capital and labour, instead of a mutually beneficial and equal partnership."
20003381,We Will Promote Partnership.,2,FALSE,20003381,"A similar scheme is already providing a valuable kick-start for many new companies in the United States. Together with the Business Expansion Scheme, our Industrial Investment Bonds will give the next generation of businesses the most favourable climate ever to build up employment for the community and profits for themselves and their investors.","For too long the industrial sector has been a battleground between opposing forces of capital and labour, instead of a mutually beneficial and equal partnership. We will legislate for employee participation but believe that flexibility must be allowed in working out the detail for employee councils at the place of work."
20003391,"For too long the industrial sector has been a battleground between opposing forces of capital and labour, instead of a mutually beneficial and equal partnership.",1,FALSE,20003391,"Together with the Business Expansion Scheme, our Industrial Investment Bonds will give the next generation of businesses the most favourable climate ever to build up employment for the community and profits for themselves and their investors. We Will Promote Partnership.",We will legislate for employee participation but believe that flexibility must be allowed in working out the detail for employee councils at the place of work. These councils should have the information and the rights to enable them to contribute to strategic decisions
20003401,We will legislate for employee participation but believe that flexibility must be allowed in working out the detail for employee councils at the place of work.,2,FALSE,20003401,"We Will Promote Partnership. For too long the industrial sector has been a battleground between opposing forces of capital and labour, instead of a mutually beneficial and equal partnership.","These councils should have the information and the rights to enable them to contribute to strategic decisions opportunity must be provided for participation at top level - for example by employee directors or a representative or supervisory council, or by directors elected by shareholders and employees jointly."
